image_id,property_id,property_address,property_price,property_url,image_url,image_order
3011,5927,Oude Spiegelstraat 6-B,490000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-oude-spiegelstraat-6-b/43353758/,https://cloud.funda.nl/valentina_media/225/168/976.jpg?options=width=1440,0
2003,5712,Wedderborg 81,895000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-wedderborg-81/43239311/,https://cloud.funda.nl/valentina_media/224/288/913.jpg?options=width=1440,0
2991,5923,Wolbrantskerkweg 175-B,425000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-wolbrantskerkweg-175-b/89716241/,https://cloud.funda.nl/valentina_media/225/127/218.jpg?options=width=1440,0
2023,5716,Amstelkade 77-1,400000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-amstelkade-77-1/43236007/,https://cloud.funda.nl/valentina_media/224/161/665.jpg?options=width=1440,0
411,5385,Meerluststraat 113,420000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-meerluststraat-113/43992817/,https://cloud.funda.nl/valentina_media/209/116/117.jpg?options=width=1440,0
2986,5922,Krammerstraat 11-H,599000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-krammerstraat-11-h/43353169/,https://cloud.funda.nl/valentina_media/225/180/848.jpg?options=width=1440,0
2028,5717,Postjeskade 14-1,495000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-postjeskade-14-1/43223736/,https://cloud.funda.nl/valentina_media/224/041/268.jpg?options=width=1440,0
2981,5921,Admiraal De Ruijterweg 283-4,425000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-admiraal-de-ruijterweg-283-4/43353073/,https://cloud.funda.nl/valentina_media/225/176/752.jpg?options=width=1440,0
2033,5718,Bellamystraat 372-F,850000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-bellamystraat-372-f/43213745/,https://cloud.funda.nl/valentina_media/223/657/494.jpg?options=width=1440,0
4995,6298,Orange Polly (Bouwnr. 140),343000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-orange-polly-bouwnr-140/43169658/,https://cloud.funda.nl/valentina_media/217/102/628.jpg?options=width=1440,0
2976,5920,Insulindeweg 60-H,400000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-insulindeweg-60-h/89720779/,https://cloud.funda.nl/valentina_media/225/292/901.jpg?options=width=1440,0
2038,5719,Rijnstraat 217-2,698000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-rijnstraat-217-2/43291670/,https://cloud.funda.nl/valentina_media/222/839/589.jpg?options=width=1440,0
4710,6245,Hillegomstraat 9-2,995000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-hillegomstraat-9-2/43398238/,https://cloud.funda.nl/valentina_media/226/524/621.jpg?options=width=1440,0
2971,5919,Dickenslaan 140,325000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-dickenslaan-140/89605989/,https://cloud.funda.nl/valentina_media/224/731/632.jpg?options=width=1440,0
2043,5720,Jan Boterenbroodstraat 28,415000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-jan-boterenbroodstraat-28/43210375/,https://cloud.funda.nl/valentina_media/223/565/352.jpg?options=width=1440,0
2966,5918,Chet Bakerstraat 117,535000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-chet-bakerstraat-117/43351252/,https://cloud.funda.nl/valentina_media/225/112/618.jpg?options=width=1440,0
2048,5721,Valeriusterras 6-A,3420000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-valeriusterras-6-a/43238409/,https://cloud.funda.nl/valentina_media/227/278/301.jpg?options=width=1440,0
416,5386,Terrasappartement (Bouwnr. 7),695000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-terrasappartement-bouwnr-7/43926977/,https://cloud.funda.nl/valentina_media/224/816/251.jpg?options=width=1440,0
2961,5917,Van Oldenbarneveldtstraat 96-A1,450000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-van-oldenbarneveldtstraat-96-a1/43357423/,https://cloud.funda.nl/valentina_media/224/929/551.jpg?options=width=1440,0
2053,5722,Vrijheidslaan 31-2,675000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-vrijheidslaan-31-2/43202826/,https://cloud.funda.nl/valentina_media/223/258/080.jpg?options=width=1440,0
2956,5916,Maria Beshof 28,425000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-maria-beshof-28/43241605/,https://cloud.funda.nl/valentina_media/224/703/392.jpg?options=width=1440,0
2058,5723,Vrolikstraat 297-F,525000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-vrolikstraat-297-f/43281291/,https://cloud.funda.nl/valentina_media/222/463/856.jpg?options=width=1440,0
2951,5915,Plantage Badlaan 6-H,750000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-plantage-badlaan-6-h/43240136/,https://cloud.funda.nl/valentina_media/224/685/808.jpg?options=width=1440,0
2063,5724,Sarphatistraat 43-A,1580000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-sarphatistraat-43-a/43216025/,https://cloud.funda.nl/valentina_media/223/415/886.jpg?options=width=1440,0
419,5387,Oranje Zwartstraat 69,545000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-oranje-zwartstraat-69/43288759/,https://cloud.funda.nl/valentina_media/222/857/327.jpg?options=width=1440,0
2946,5914,Van Nijenrodeweg 89,325000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-van-nijenrodeweg-89/43359537/,https://cloud.funda.nl/valentina_media/225/005/178.jpg?options=width=1440,0
2068,5725,Haarlemmerdijk 30-4,389000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-haarlemmerdijk-30-4/43220601/,https://cloud.funda.nl/valentina_media/223/919/387.jpg?options=width=1440,0
2941,5913,Welnastraat 669,275000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-welnastraat-669/89719237/,https://cloud.funda.nl/valentina_media/224/860/147.jpg?options=width=1440,0
2073,5726,Barentszstraat 226,450000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-barentszstraat-226/43230286/,https://cloud.funda.nl/valentina_media/224/322/960.jpg?options=width=1440,0
89,5281,Matrozenhof 54,585000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-matrozenhof-54/43330682/,https://cloud.funda.nl/valentina_media/228/162/367.jpg?options=width=1440,0
2936,5912,Klinkerweg 107,425000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-klinkerweg-107/89608585/,https://cloud.funda.nl/valentina_media/224/835/064.jpg?options=width=1440,0
2078,5727,Gerard Doustraat 79-G,300000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-gerard-doustraat-79-g/43356207/,https://cloud.funda.nl/valentina_media/224/920/971.jpg?options=width=1440,0
4704,6244,Sumatraplantsoen 34-A,600000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-sumatraplantsoen-34-a/43395353/,https://cloud.funda.nl/valentina_media/226/407/388.jpg?options=width=1440,0
2931,5911,Scheldestraat 29-3,749000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-scheldestraat-29-3/43243581/,https://cloud.funda.nl/valentina_media/224/776/598.jpg?options=width=1440,0
2083,5729,Wittgensteinlaan 129,550000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-wittgensteinlaan-129/43247020/,https://cloud.funda.nl/valentina_media/224/569/514.jpg?options=width=1440,0
2926,5910,Groetstraat 159,375000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-groetstraat-159/43356171/,https://cloud.funda.nl/valentina_media/224/915/943.jpg?options=width=1440,0
2088,5730,Makassarstraat 54-D,395000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-makassarstraat-54-d/89609632/,https://cloud.funda.nl/valentina_media/224/495/860.jpg?options=width=1440,0
424,5388,Bundlaan,40000.00,https://www.funda.nl/en/detail/koop/amsterdam/parkeergelegenheid-bundlaan/43357454/,https://cloud.funda.nl/valentina_media/224/930/727.jpg?options=width=1440,0
2921,5908,Kuipersstraat 147-A15,500000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-kuipersstraat-147-a15/43243137/,https://cloud.funda.nl/valentina_media/224/802/541.jpg?options=width=1440,0
2093,5731,Uiterwaardenstraat 94-A4,325000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-uiterwaardenstraat-94-a4/43352500/,https://cloud.funda.nl/valentina_media/225/123/337.jpg?options=width=1440,0
2916,5907,Van Heenvlietlaan 282-L,285000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-van-heenvlietlaan-282-l/43249485/,https://cloud.funda.nl/valentina_media/224/618/944.jpg?options=width=1440,0
2098,5732,Magalhaensplein 9-1,450000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-magalhaensplein-9-1/43249949/,https://cloud.funda.nl/valentina_media/224/640/540.jpg?options=width=1440,0
426,5389,ms. Oslofjordweg 4-G3,472000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-ms-oslofjordweg-4-g3/43805389/,https://cloud.funda.nl/valentina_media/204/779/409.jpg?options=width=1440,0
2911,5906,Albert Neuhuysstraat 30-3,775000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-albert-neuhuysstraat-30-3/43242562/,https://cloud.funda.nl/valentina_media/224/736/770.jpg?options=width=1440,0
2103,5733,Van Helt Stocadestraat 34-1,420000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-van-helt-stocadestraat-34-1/43351111/,https://cloud.funda.nl/valentina_media/225/107/099.jpg?options=width=1440,0
2906,5905,Pieter Vlamingstraat 32-1,395000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-pieter-vlamingstraat-32-1/43356351/,https://cloud.funda.nl/valentina_media/224/926/972.jpg?options=width=1440,0
2108,5734,Sanderijnstraat 18-3,475000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-sanderijnstraat-18-3/43358333/,https://cloud.funda.nl/valentina_media/224/996/692.jpg?options=width=1440,0
2901,5904,Bartholomeus Diazstraat 20-3,400000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-bartholomeus-diazstraat-20-3/43239146/,https://cloud.funda.nl/valentina_media/224/280/561.jpg?options=width=1440,0
2113,5735,Cruquiuskade 149,815000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-cruquiuskade-149/43359101/,https://cloud.funda.nl/valentina_media/225/028/639.jpg?options=width=1440,0
4698,6243,Blauwvoetstraat 47,825000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-blauwvoetstraat-47/43395214/,https://cloud.funda.nl/valentina_media/226/402/969.jpg?options=width=1440,0
2896,5903,Gerard Doustraat 182-2,475000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-gerard-doustraat-182-2/43249295/,https://cloud.funda.nl/valentina_media/224/649/668.jpg?options=width=1440,0
2118,5736,Opijnenhof 82,300000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-opijnenhof-82/89716078/,https://cloud.funda.nl/valentina_media/225/120/526.jpg?options=width=1440,0
2891,5902,Nieuwendammerdijk 457,1900000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-nieuwendammerdijk-457/43237815/,https://cloud.funda.nl/valentina_media/224/193/874.jpg?options=width=1440,0
2123,5737,Monnikenstraat 23-1,200000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-monnikenstraat-23-1/43239327/,https://cloud.funda.nl/valentina_media/224/289/328.jpg?options=width=1440,0
431,5390,Bert Haanstrahof,24500.00,https://www.funda.nl/en/detail/koop/amsterdam/parkeergelegenheid-bert-haanstrahof/43720344/,https://cloud.funda.nl/valentina_media/201/361/625.jpg?options=width=1440,0
2886,5899,Overtoom 310-1,625000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-overtoom-310-1/43231020/,https://cloud.funda.nl/valentina_media/224/352/942.jpg?options=width=1440,0
2128,5738,Daniël Stalpertstraat 54-H,690000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-daniel-stalpertstraat-54-h/43249560/,https://cloud.funda.nl/valentina_media/224/622/975.jpg?options=width=1440,0
2881,5898,H.J. Algrastraat 68,475000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-hj-algrastraat-68/43247973/,https://cloud.funda.nl/valentina_media/224/563/627.jpg?options=width=1440,0
2133,5740,Pieter van der Doesstraat 48-3,450000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-pieter-van-der-doesstraat-48-3/43243489/,https://cloud.funda.nl/valentina_media/224/772/047.jpg?options=width=1440,0
5095,6315,Marnixkade 93-D,550000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-marnixkade-93-d/89695259/,https://cloud.funda.nl/valentina_media/224/339/089.jpg?options=width=1440,0
2880,5897,Barbusselaan 111,325000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-barbusselaan-111/89694764/,https://cloud.funda.nl/valentina_media/224/320/728.jpg?options=width=1440,0
2138,5741,Jacob Marisstraat 16-2,1250000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-jacob-marisstraat-16-2/43368123/,https://cloud.funda.nl/valentina_media/225/367/274.jpg?options=width=1440,0
434,5391,Terrasappartement (Bouwnr. 52),810000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-terrasappartement-bouwnr-52/43082781/,https://cloud.funda.nl/valentina_media/224/815/583.jpg?options=width=1440,0
2875,5896,Egelantiersstraat 236-B,675000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-egelantiersstraat-236-b/43239214/,https://cloud.funda.nl/valentina_media/224/283/611.jpg?options=width=1440,0
2143,5742,Lange Leidsedwarsstraat 14-E,380000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-lange-leidsedwarsstraat-14-e/43360380/,https://cloud.funda.nl/valentina_media/225/445/566.jpg?options=width=1440,0
2870,5895,Pieter Calandlaan 696,430000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-pieter-calandlaan-696/89699748/,https://cloud.funda.nl/valentina_media/224/127/558.jpg?options=width=1440,0
2148,5743,Mariottestraat 10-1,650000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-mariottestraat-10-1/43368139/,https://cloud.funda.nl/valentina_media/225/367/934.jpg?options=width=1440,0
4989,6297,IJburglaan 1445,725000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-ijburglaan-1445/89513340/,https://cloud.funda.nl/valentina_media/216/622/591.jpg?options=width=1440,0
2865,5894,Valeriusstraat 81-H,1595000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-valeriusstraat-81-h/43231708/,https://cloud.funda.nl/valentina_media/224/342/312.jpg?options=width=1440,0
2153,5744,Albert Cuypstraat 148-H,630000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-albert-cuypstraat-148-h/89720793/,https://cloud.funda.nl/valentina_media/225/293/788.jpg?options=width=1440,0
4692,6242,Gibraltarstraat 72-2,375000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-gibraltarstraat-72-2/43399781/,https://cloud.funda.nl/valentina_media/226/543/121.jpg?options=width=1440,0
2860,5893,Langswater 199,275000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-langswater-199/89696749/,https://cloud.funda.nl/valentina_media/224/391/716.jpg?options=width=1440,0
2158,5745,Kramatweg 92-1,400000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-kramatweg-92-1/43366923/,https://cloud.funda.nl/valentina_media/225/286/141.jpg?options=width=1440,0
2855,5892,Waterkeringweg 65,600000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-waterkeringweg-65/43230479/,https://cloud.funda.nl/valentina_media/224/291/581.jpg?options=width=1440,0
2163,5746,Utrechtsestraat 99-1,525000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-utrechtsestraat-99-1/43366297/,https://cloud.funda.nl/valentina_media/225/295/341.jpg?options=width=1440,0
439,5392,ms. van Riemsdijkweg 8-C,475000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-ms-van-riemsdijkweg-8-c/43805229/,https://cloud.funda.nl/valentina_media/204/777/207.jpg?options=width=1440,0
2850,5891,Wagenaarstraat 327,545000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-wagenaarstraat-327/43232825/,https://cloud.funda.nl/valentina_media/224/380/160.jpg?options=width=1440,0
2168,5747,Van Woustraat 238-1,495000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-van-woustraat-238-1/43366934/,https://cloud.funda.nl/valentina_media/225/286/556.jpg?options=width=1440,0
2845,5890,Dijkgraafplein 285,370000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-dijkgraafplein-285/43247581/,https://cloud.funda.nl/valentina_media/224/550/501.jpg?options=width=1440,0
2173,5748,Saenredamstraat 33-H,635000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-saenredamstraat-33-h/43368510/,https://cloud.funda.nl/valentina_media/225/345/305.jpg?options=width=1440,0
2840,5888,Josephus Jittastraat 95,475000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-josephus-jittastraat-95/43223974/,https://cloud.funda.nl/valentina_media/224/046/942.jpg?options=width=1440,0
2178,5749,Kuinderstraat 31-2,495000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-kuinderstraat-31-2/43368026/,https://cloud.funda.nl/valentina_media/225/364/674.jpg?options=width=1440,0
4686,6241,Juliana van Stolbergstraat 54-1,419000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-juliana-van-stolbergstraat-54-1/89750074/,https://cloud.funda.nl/listing-management/f5208d77-bffb-448e-aa6f-ff191989db46?options=width=1440,0
2835,5887,Van Houweningenstraat 62-2,425000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-van-houweningenstraat-62-2/43223546/,https://cloud.funda.nl/valentina_media/224/033/235.jpg?options=width=1440,0
2183,5750,Linnaeusstraat 31-C,750000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-linnaeusstraat-31-c/89728110/,https://cloud.funda.nl/valentina_media/225/566/986.jpg?options=width=1440,0
2830,5886,Hestiastraat 77-4,425000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-hestiastraat-77-4/43222537/,https://cloud.funda.nl/valentina_media/223/994/475.jpg?options=width=1440,0
2188,5751,Balboastraat 11,499000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-balboastraat-11/43361734/,https://cloud.funda.nl/valentina_media/225/463/685.jpg?options=width=1440,0
444,5393,Jan Springerhof 18,45000.00,https://www.funda.nl/en/detail/koop/amsterdam/parkeergelegenheid-jan-springerhof-18/43355627/,https://cloud.funda.nl/valentina_media/224/861/214.jpg?options=width=1440,0
2825,5885,Semarangstraat 22-C,395000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-semarangstraat-22-c/43228645/,https://cloud.funda.nl/valentina_media/223/842/674.jpg?options=width=1440,0
2193,5752,Stadhouderskade 118-H,950000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-stadhouderskade-118-h/43354339/,https://cloud.funda.nl/valentina_media/225/229/682.jpg?options=width=1440,0
2820,5884,Koninginneweg 271-2,750000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-koninginneweg-271-2/43216919/,https://cloud.funda.nl/valentina_media/223/411/609.jpg?options=width=1440,0
2198,5753,Baarsstraat 35-1,400000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-baarsstraat-35-1/43354133/,https://cloud.funda.nl/valentina_media/225/221/605.jpg?options=width=1440,0
4983,6296,Slaakstraat 12-3A,450000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-slaakstraat-12-3a/43101059/,https://cloud.funda.nl/valentina_media/219/016/337.jpg?options=width=1440,0
2815,5883,Recht Boomssloot 80-H,1495000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-recht-boomssloot-80-h/89681480/,https://cloud.funda.nl/valentina_media/223/811/506.jpg?options=width=1440,0
2203,5755,Pieter Jacobszstraat 10-E,450000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-pieter-jacobszstraat-10-e/89720179/,https://cloud.funda.nl/valentina_media/225/272/775.jpg?options=width=1440,0
2204,5756,Postjeskade 7-H,425000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-postjeskade-7-h/43379349/,https://cloud.funda.nl/valentina_media/225/793/898.jpg?options=width=1440,0
447,5394,Appartementen (Bouwnr. 782),400000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartementen-bouwnr-782/43040908/,https://cloud.funda.nl/valentina_media/216/204/944.jpg?options=width=1440,0
2810,5882,Dick Greinerstraat 74,570000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-dick-greinerstraat-74/43210536/,https://cloud.funda.nl/valentina_media/223/544/981.jpg?options=width=1440,0
2209,5757,Overschiestraat 17-A2,399000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-overschiestraat-17-a2/43376593/,https://cloud.funda.nl/valentina_media/225/641/779.jpg?options=width=1440,0
2805,5881,Memeleiland 49,995000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-memeleiland-49/43224091/,https://cloud.funda.nl/valentina_media/224/088/218.jpg?options=width=1440,0
2214,5758,Eerste Van der Helststraat 82-4,650000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-eerste-van-der-helststraat-82-4/43372865/,https://cloud.funda.nl/valentina_media/225/886/985.jpg?options=width=1440,0
95,5282,Molukkenstraat 94-E,400000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-molukkenstraat-94-e/43339631/,https://cloud.funda.nl/valentina_media/228/119/982.jpg?options=width=1440,0
2800,5880,Pieter Calandlaan 586,565000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-pieter-calandlaan-586/43213846/,https://cloud.funda.nl/valentina_media/223/663/457.jpg?options=width=1440,0
2219,5759,Schoolstraat 6-A,695000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-schoolstraat-6-a/89728886/,https://cloud.funda.nl/valentina_media/225/595/132.jpg?options=width=1440,0
4680,6240,Baden Powellweg 9,375000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-baden-powellweg-9/89757252/,https://cloud.funda.nl/valentina_media/226/698/448.jpg?options=width=1440,0
2795,5879,Zandstraat 26-1,995000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-zandstraat-26-1/43218750/,https://cloud.funda.nl/valentina_media/223/479/265.jpg?options=width=1440,0
2224,5760,Maasstraat 24-1,650000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-maasstraat-24-1/43364262/,https://cloud.funda.nl/valentina_media/225/592/364.jpg?options=width=1440,0
2790,5878,Slauerhoffstraat 40-3,365000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-slauerhoffstraat-40-3/43224848/,https://cloud.funda.nl/valentina_media/224/082/480.jpg?options=width=1440,0
2229,5761,Herengracht 259-3,630000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-herengracht-259-3/43375947/,https://cloud.funda.nl/valentina_media/225/621/856.jpg?options=width=1440,0
452,5395,E-17 (Bouwnr. 175),786000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-e-17-bouwnr-175/43143732/,https://cloud.funda.nl/valentina_media/220/850/757.jpg?options=width=1440,0
2785,5877,Geuzenstraat 61-H,375000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-geuzenstraat-61-h/43229043/,https://cloud.funda.nl/valentina_media/223/894/914.jpg?options=width=1440,0
2234,5762,Postjeskade 14-3,750000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-postjeskade-14-3/43375070/,https://cloud.funda.nl/valentina_media/225/623/248.jpg?options=width=1440,0
2780,5876,Van Nijenrodeweg 80,580000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-van-nijenrodeweg-80/43214357/,https://cloud.funda.nl/valentina_media/223/720/419.jpg?options=width=1440,0
2239,5763,Da Costakade 13-3,1595000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-da-costakade-13-3/43378906/,https://cloud.funda.nl/valentina_media/225/738/427.jpg?options=width=1440,0
2775,5875,Pieter Langendijkstraat 42-2,540000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-pieter-langendijkstraat-42-2/43229806/,https://cloud.funda.nl/valentina_media/223/885/195.jpg?options=width=1440,0
2244,5764,Lutmastraat 41-3,615000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-lutmastraat-41-3/43378054/,https://cloud.funda.nl/valentina_media/225/744/959.jpg?options=width=1440,0
4675,6239,Meer en Vaart 310,199000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-meer-en-vaart-310/43398571/,https://cloud.funda.nl/valentina_media/226/491/869.jpg?options=width=1440,0
2770,5874,President Brandstraat 110,625000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-president-brandstraat-110/43293118/,https://cloud.funda.nl/valentina_media/222/934/333.jpg?options=width=1440,0
2249,5765,Chestertonlaan 216,260000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-chestertonlaan-216/89737233/,https://cloud.funda.nl/valentina_media/225/919/486.jpg?options=width=1440,0
2765,5873,Bos en Lommerweg 165-C,450000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-bos-en-lommerweg-165-c/43201042/,https://cloud.funda.nl/valentina_media/223/228/464.jpg?options=width=1440,0
2254,5766,Victorieplein 39-1,750000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-victorieplein-39-1/89728336/,https://cloud.funda.nl/valentina_media/225/576/241.jpg?options=width=1440,0
457,5396,Appartementen (Bouwnr. 779),390000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartementen-bouwnr-779/43040900/,https://cloud.funda.nl/valentina_media/216/204/880.jpg?options=width=1440,0
2760,5872,Titus van Rijnstraat 274,730000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-titus-van-rijnstraat-274/43254699/,https://cloud.funda.nl/valentina_media/221/325/836.jpg?options=width=1440,0
2259,5767,Bestevâerstraat 259-1,425000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-bestevaerstraat-259-1/43364613/,https://cloud.funda.nl/valentina_media/225/572/487.jpg?options=width=1440,0
2755,5871,Bilderdijkstraat 79-E,600000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-bilderdijkstraat-79-e/43259073/,https://cloud.funda.nl/valentina_media/221/128/646.jpg?options=width=1440,0
2754,5870,Amerbos 362,375000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-amerbos-362/89634541/,https://cloud.funda.nl/valentina_media/222/014/606.jpg?options=width=1440,0
2264,5768,Da Costakade 32-1,665000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-da-costakade-32-1/43379297/,https://cloud.funda.nl/valentina_media/225/789/829.jpg?options=width=1440,0
2749,5869,Kleine Bickersstraat 5,510000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-kleine-bickersstraat-5/43250586/,https://cloud.funda.nl/valentina_media/221/151/160.jpg?options=width=1440,0
2269,5769,Lumeijstraat 48-1,625000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-lumeijstraat-48-1/43370785/,https://cloud.funda.nl/valentina_media/225/807/242.jpg?options=width=1440,0
4669,6238,Chasséstraat 46-2,600000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-chassestraat-46-2/43396094/,https://cloud.funda.nl/valentina_media/226/435/316.jpg?options=width=1440,0
2744,5868,Kikkenstein 2719,330000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-kikkenstein-2719/43209855/,https://cloud.funda.nl/valentina_media/223/150/634.jpg?options=width=1440,0
