image_id,property_id,property_address,property_price,property_url,image_url,image_order
2445,5805,Jan Hanzenstraat 109-2,525000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-jan-hanzenstraat-109-2/43317243/,https://cloud.funda.nl/valentina_media/227/273/666.jpg?options=width=1440,1
3813,6084,Kromme Waal 31-F,695000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-kromme-waal-31-f/43288219/,https://cloud.funda.nl/valentina_media/222/357/859.jpg?options=width=1440,1
2570,5832,Kinrooistraat 2,625000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-kinrooistraat-2/43013911/,https://cloud.funda.nl/valentina_media/219/485/141.jpg?options=width=1440,1
4781,6257,Lumièrestraat 50,885000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-lumierestraat-50/43301918/,https://cloud.funda.nl/valentina_media/227/028/830.jpg?options=width=1440,1
367,5375,Anne Frankstraat,85000.00,https://www.funda.nl/en/detail/koop/amsterdam/parkeergelegenheid-anne-frankstraat/43291577/,https://cloud.funda.nl/valentina_media/222/834/979.jpg?options=width=1440,1
2450,5806,Javastraat 178-H,695000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-javastraat-178-h/43307655/,https://cloud.funda.nl/valentina_media/226/859/173.jpg?options=width=1440,1
496,5404,Appartementen op het groene erf (Bouwnr. 5),790000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartementen-op-het-groene-erf-bouwnr-5/89599792/,https://cloud.funda.nl/valentina_media/220/606/947.jpg?options=width=1440,1
2565,5831,Andrej Sacharovstraat 13,595000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-andrej-sacharovstraat-13/89756902/,https://cloud.funda.nl/valentina_media/226/683/115.jpg?options=width=1440,1
1224,5552,Blasiusstraat 20-H,500000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-blasiusstraat-20-h/43230775/,https://cloud.funda.nl/valentina_media/224/302/998.jpg?options=width=1440,1
4815,6264,Memeleiland 6,650000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-memeleiland-6/89779678/,https://cloud.funda.nl/listing-management/c3046334-996b-42d3-a254-675c578f5bd7?options=width=1440,1
2455,5807,Sarphatipark 45-H,1495000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-sarphatipark-45-h/89761694/,https://cloud.funda.nl/valentina_media/226/875/812.jpg?options=width=1440,1
4968,6293,Orange Polly (Bouwnr. 139),384000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-orange-polly-bouwnr-139/43169650/,https://cloud.funda.nl/valentina_media/217/102/697.jpg?options=width=1440,1
2560,5830,Dorpsstraat Holysloot 41-B,950000.00,https://www.funda.nl/en/detail/koop/amsterdam/bouwgrond-dorpsstraat-holysloot-41-b/43500624/,https://cloud.funda.nl/valentina_media/190/993/190.jpg?options=width=1440,1
3807,6083,Minervaplein 2-4,2150000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-minervaplein-2-4/43094867/,https://cloud.funda.nl/valentina_media/213/781/002.jpg?options=width=1440,1
3397,6005,Palmgracht 17-2,500000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-palmgracht-17-2/43308693/,https://cloud.funda.nl/valentina_media/226/897/586.jpg?options=width=1440,1
2460,5808,Oudeschans 43-2,529000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-oudeschans-43-2/43300733/,https://cloud.funda.nl/valentina_media/226/985/123.jpg?options=width=1440,1
3207,5967,Mesdagstraat 43-1,425000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-mesdagstraat-43-1/43374630/,https://cloud.funda.nl/valentina_media/225/960/167.jpg?options=width=1440,1
2555,5828,Havikshorst 179,300000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-havikshorst-179/89775086/,https://cloud.funda.nl/valentina_media/227/395/151.jpg?options=width=1440,1
1229,5553,betaalbare koopappartementen (Bouwnr. 03.21 - M1),357531.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-betaalbare-koopappartementen-bouwnr-0321-m1/43273718/,https://cloud.funda.nl/valentina_media/222/129/710.jpg?options=width=1440,1
1613,5630,Onstein 6,69000.00,https://www.funda.nl/en/detail/koop/amsterdam/parkeergelegenheid-onstein-6/43359677/,https://cloud.funda.nl/valentina_media/225/006/541.jpg?options=width=1440,1
2465,5809,Waterkeringweg 45,595000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-waterkeringweg-45/43318480/,https://cloud.funda.nl/valentina_media/227/279/362.jpg?options=width=1440,1
4624,6230,Simon Stevinstraat 33-H,1200000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-simon-stevinstraat-33-h/43373144/,https://cloud.funda.nl/valentina_media/225/942/139.jpg?options=width=1440,1
2550,5827,James Bradleystraat 17,475000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-james-bradleystraat-17/43123246/,https://cloud.funda.nl/valentina_media/220/000/687.jpg?options=width=1440,1
3802,6082,Funenpark 119,760000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-funenpark-119/43237665/,https://cloud.funda.nl/valentina_media/224/183/788.jpg?options=width=1440,1
1904,5690,Bloemstraat 190-III,635000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-bloemstraat-190-iii/43438866/,https://cloud.funda.nl/valentina_media/188/263/882.jpg?options=width=1440,1
2470,5811,Domselaerstraat 45-2,525000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-domselaerstraat-45-2/89764373/,https://cloud.funda.nl/valentina_media/226/985/282.jpg?options=width=1440,1
387,5380,Oranje Zwartstraat 73,545000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-oranje-zwartstraat-73/43992854/,https://cloud.funda.nl/valentina_media/209/115/975.jpg?options=width=1440,1
2545,5826,Derde Weteringdwarsstraat 29,2150000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-derde-weteringdwarsstraat-29/43924803/,https://cloud.funda.nl/valentina_media/210/609/362.jpg?options=width=1440,1
1234,5554,Appartement - bouwnummer 183 (Bouwnr. 183),675385.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartement-bouwnummer-183-bouwnr-183/43241033/,https://cloud.funda.nl/valentina_media/224/720/918.jpg?options=width=1440,1
253,5340,De Oosterlingen (bouwnummer 2.08),450000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-de-oosterlingen-bouwnummer-208/42280332/,https://cloud.funda.nl/valentina_media/178/045/197.jpg?options=width=1440,1
2475,5812,Blasiusstraat 63-3,995000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-blasiusstraat-63-3/43315871/,https://cloud.funda.nl/valentina_media/227/182/874.jpg?options=width=1440,1
501,5405,Maria Austriastraat,25000.00,https://www.funda.nl/en/detail/koop/amsterdam/parkeergelegenheid-maria-austriastraat/43580690/,https://cloud.funda.nl/valentina_media/190/028/612.jpg?options=width=1440,1
2540,5825,Rustenburgerstraat 144-A10,515000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-rustenburgerstraat-144-a10/43313225/,https://cloud.funda.nl/valentina_media/227/509/889.jpg?options=width=1440,1
3797,6081,Utrechtsestraat 96-B,599000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-utrechtsestraat-96-b/43293040/,https://cloud.funda.nl/valentina_media/222/932/945.png?options=width=1440,1
3392,6004,Amstelkade 129-3,875000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-amstelkade-129-3/43305643/,https://cloud.funda.nl/valentina_media/226/775/106.jpg?options=width=1440,1
2480,5813,Streefkerkstraat 86,325000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-streefkerkstraat-86/89762141/,https://cloud.funda.nl/valentina_media/226/893/974.jpg?options=width=1440,1
1808,5671,Admiraal De Ruijterweg 47-2,675000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-admiraal-de-ruijterweg-47-2/43385382/,https://cloud.funda.nl/valentina_media/226/019/569.jpg?options=width=1440,1
2535,5824,Jacob Krüsestraat 52,465000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-jacob-krusestraat-52/89716141/,https://cloud.funda.nl/valentina_media/225/123/066.jpg?options=width=1440,1
1239,5555,betaalbare koopappartementen (Bouwnr. 06.01 - M1),357531.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-betaalbare-koopappartementen-bouwnr-0601-m1/43174150/,https://cloud.funda.nl/valentina_media/217/795/392.jpg?options=width=1440,1
1618,5631,Sijpestein 17,58500.00,https://www.funda.nl/en/detail/koop/amsterdam/parkeergelegenheid-sijpestein-17/43293210/,https://cloud.funda.nl/valentina_media/222/938/166.jpg?options=width=1440,1
2485,5814,Amazonenstraat 39-2,875000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-amazonenstraat-39-2/43394238/,https://cloud.funda.nl/valentina_media/226/759/735.jpg?options=width=1440,1
3791,6080,Elpermeer 269,355000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-elpermeer-269/43373610/,https://cloud.funda.nl/valentina_media/225/920/657.jpg?options=width=1440,1
2530,5823,Pieter Postsingel 68,495000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-pieter-postsingel-68/89606043/,https://cloud.funda.nl/valentina_media/224/733/976.jpg?options=width=1440,1
3107,5946,IJdoornlaan 1489-B,400000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-ijdoornlaan-1489-b/43361461/,https://cloud.funda.nl/valentina_media/225/448/194.jpg?options=width=1440,1
3202,5965,Mauritsstraat 6,450000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-mauritsstraat-6/43388181/,https://cloud.funda.nl/valentina_media/226/134/524.jpg?options=width=1440,1
2490,5815,Javaplein 10-F,790000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-javaplein-10-f/89773448/,https://cloud.funda.nl/valentina_media/227/331/616.jpg?options=width=1440,1
4619,6229,Keizersgracht 662,1440000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-keizersgracht-662/43387653/,https://cloud.funda.nl/valentina_media/226/073/915.jpg?options=width=1440,1
2525,5822,Count Basiestraat 22,699500.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-count-basiestraat-22/43353923/,https://cloud.funda.nl/valentina_media/225/174/601.jpg?options=width=1440,1
1244,5556,betaalbare koopappartementen (Bouwnr. 06.16 - M1),357531.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-betaalbare-koopappartementen-bouwnr-0616-m1/43174151/,https://cloud.funda.nl/valentina_media/217/795/448.jpg?options=width=1440,1
255,5341,Appartement type R (Bouwnr. 238),495000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartement-type-r-bouwnr-238/89116319/,https://cloud.funda.nl/valentina_media/206/566/144.jpg?options=width=1440,1
2495,5816,P. Hans Frankfurthersingel 19,869000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-p-hans-frankfurthersingel-19/89717225/,https://cloud.funda.nl/valentina_media/225/164/853.jpg?options=width=1440,1
3785,6079,Veerstraat 40-H,575000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-veerstraat-40-h/43364558/,https://cloud.funda.nl/valentina_media/225/569/887.jpg?options=width=1440,1
2520,5821,Van Breestraat 14,3650000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-van-breestraat-14/43986711/,https://cloud.funda.nl/valentina_media/214/387/097.jpg?options=width=1440,1
3387,6003,Tesselschadestraat 3-2,650000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-tesselschadestraat-3-2/43307815/,https://cloud.funda.nl/valentina_media/226/865/835.jpg?options=width=1440,1
1954,5700,Da Costakade 20-A,635000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-da-costakade-20-a/43277779/,https://cloud.funda.nl/valentina_media/221/868/870.jpg?options=width=1440,1
2500,5817,Fred. Roeskestraat 92-B15,1050000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-fred-roeskestraat-92-b15/43317094/,https://cloud.funda.nl/valentina_media/227/264/048.jpg?options=width=1440,1
506,5406,Distelweg 441-149,38000.00,https://www.funda.nl/en/detail/koop/amsterdam/parkeergelegenheid-distelweg-441-149/89743007/,https://cloud.funda.nl/valentina_media/226/146/214.jpg?options=width=1440,1
2515,5820,Boomgaardlaan 124,795000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-boomgaardlaan-124/89725675/,https://cloud.funda.nl/valentina_media/225/475/256.jpg?options=width=1440,1
1249,5557,Appartement - Bouwnummer 130 (Bouwnr. 130),562720.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartement-bouwnummer-130-bouwnr-130/43143964/,https://cloud.funda.nl/valentina_media/220/855/228.jpg?options=width=1440,1
1623,5632,Houdringe 25,40000.00,https://www.funda.nl/en/detail/koop/amsterdam/parkeergelegenheid-houdringe-25/43226329/,https://cloud.funda.nl/valentina_media/223/790/380.jpg?options=width=1440,1
2505,5818,Zocherstraat 22-3,698000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-zocherstraat-22-3/43319581/,https://cloud.funda.nl/valentina_media/227/320/230.jpg?options=width=1440,1
3779,6078,Groenhoven 417,275000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-groenhoven-417/89712435/,https://cloud.funda.nl/listing-management/b58975e3-09fa-4994-81b9-b5c2d27d4005?options=width=1440,1
2510,5819,Jan Lievensstraat 23,599000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-jan-lievensstraat-23/89789567/,https://cloud.funda.nl/valentina_media/227/577/795.jpg?options=width=1440,1
397,5382,Hondsrugweg 19-R3,430500.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-hondsrugweg-19-r3/89467411/,https://cloud.funda.nl/valentina_media/214/241/056.jpg?options=width=1440,1
1813,5672,Overtoom 467-C,320000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-overtoom-467-c/43398601/,https://cloud.funda.nl/valentina_media/226/497/170.jpg?options=width=1440,1
4613,6228,Fazantenweg 3-D,450000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-fazantenweg-3-d/43381239/,https://cloud.funda.nl/valentina_media/226/256/253.jpg?options=width=1440,1
1254,5558,betaalbare koopappartementen (Bouwnr. 03.01 - M1),357531.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-betaalbare-koopappartementen-bouwnr-0301-m1/43273717/,https://cloud.funda.nl/valentina_media/222/129/695.jpg?options=width=1440,1
511,5407,Maassluisstraat 106,55000.00,https://www.funda.nl/en/detail/koop/amsterdam/parkeergelegenheid-maassluisstraat-106/43309208/,https://cloud.funda.nl/valentina_media/227/293/373.jpg?options=width=1440,1
3382,6002,Houtmankade 31-A,475000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-houtmankade-31-a/89763306/,https://cloud.funda.nl/valentina_media/226/941/079.jpg?options=width=1440,1
513,5408,Appartementen op het groene erf (Bouwnr. 7),775000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartementen-op-het-groene-erf-bouwnr-7/89599787/,https://cloud.funda.nl/valentina_media/220/527/711.jpg?options=width=1440,1
108,5284,Tweede Kostverlorenkade 120-1,495000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-tweede-kostverlorenkade-120-1/43330571/,https://cloud.funda.nl/valentina_media/228/157/537.jpg?options=width=1440,1
3774,6077,Grasweg 422,960000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-grasweg-422/43142627/,https://cloud.funda.nl/valentina_media/220/808/215.jpg?options=width=1440,1
4607,6227,Van Ostadestraat 30-1,640000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-van-ostadestraat-30-1/43387573/,https://cloud.funda.nl/valentina_media/226/067/632.jpg?options=width=1440,1
369,5376,Onderdijkhof 142,560000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-onderdijkhof-142/43363161/,https://cloud.funda.nl/valentina_media/225/554/706.jpg?options=width=1440,1
518,5409,Zuideinde 366-5,790000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-zuideinde-366-5/89619119/,https://cloud.funda.nl/valentina_media/220/923/823.jpg?options=width=1440,1
20,5269,Staringstraat 12-2,525000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-staringstraat-12-2/43330712/,https://cloud.funda.nl/listing-management/f3178533-301f-4be5-8597-dc27b8403b4f?options=width=1440,1
1628,5633,Droogbak 8-H,1650000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-droogbak-8-h/43199982/,https://cloud.funda.nl/valentina_media/218/453/010.jpg?options=width=1440,1
4601,6226,Eerste Jan van der Heijdenstraat 42-3A,400000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-eerste-jan-van-der-heijdenstraat-42-3a/89742850/,https://cloud.funda.nl/valentina_media/226/139/255.jpg?options=width=1440,1
1259,5559,Bloemstraat 27-2V,550000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-bloemstraat-27-2v/43217209/,https://cloud.funda.nl/valentina_media/223/455/933.jpg?options=width=1440,1
523,5410,Driekamerappartement (Bouwnr. 2.1),340200.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-driekamerappartement-bouwnr-21/43395772/,https://cloud.funda.nl/valentina_media/226/382/317.jpg?options=width=1440,1
4964,6292,Omval 281,650000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-omval-281/89758925/,https://cloud.funda.nl/valentina_media/226/761/780.jpg?options=width=1440,1
258,5342,Terrasappartement (Bouwnr. 28),701250.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-terrasappartement-bouwnr-28/43268684/,https://cloud.funda.nl/valentina_media/224/816/197.jpg?options=width=1440,1
4595,6225,Boomstraat 53-B,540000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-boomstraat-53-b/43385952/,https://cloud.funda.nl/valentina_media/226/008/542.jpg?options=width=1440,1
3769,6076,Van Oldenbarneveldtstraat 52-M,795000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-van-oldenbarneveldtstraat-52-m/89749280/,https://cloud.funda.nl/valentina_media/225/999/456.jpg?options=width=1440,1
528,5411,Welnastraat 2,65000.00,https://www.funda.nl/en/detail/koop/amsterdam/parkeergelegenheid-welnastraat-2/89644884/,https://cloud.funda.nl/valentina_media/222/430/286.jpg?options=width=1440,1
332,5365,De Oosterlingen (bouwnummer 7.71),845000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-de-oosterlingen-bouwnummer-771/42103329/,https://cloud.funda.nl/valentina_media/174/807/555.jpg?options=width=1440,1
1909,5691,Zuideinde 343,550000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-zuideinde-343/43360109/,https://cloud.funda.nl/valentina_media/225/439/607.jpg?options=width=1440,1
4589,6224,Ruyschstraat 331,750000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-ruyschstraat-331/43374736/,https://cloud.funda.nl/valentina_media/225/963/794.jpg?options=width=1440,1
1264,5560,betaalbare koopappartementen (Bouwnr. 10.01 - M1),357531.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-betaalbare-koopappartementen-bouwnr-1001-m1/43174152/,https://cloud.funda.nl/valentina_media/217/795/436.jpg?options=width=1440,1
533,5412,Maisonnettes op het groene erf (Bouwnr. 6),865000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-maisonnettes-op-het-groene-erf-bouwnr-6/89599784/,https://cloud.funda.nl/valentina_media/220/474/924.jpg?options=width=1440,1
4957,6291,Ruyschstraat 4-2,595000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-ruyschstraat-4-2/43035395/,https://cloud.funda.nl/valentina_media/215/501/807.jpg?options=width=1440,1
3377,6001,De Rijpgracht 17-2,450000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-de-rijpgracht-17-2/43308569/,https://cloud.funda.nl/valentina_media/226/892/461.jpg?options=width=1440,1
4583,6223,Eva Besnyöstraat 413,495000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-eva-besnyostraat-413/89740688/,https://cloud.funda.nl/listing-management/b97fc956-46e3-4315-98e9-cf9c03604b45?options=width=1440,1
3764,6075,Akerpolderstraat 43,155000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-akerpolderstraat-43/43386784/,https://cloud.funda.nl/valentina_media/226/033/089.jpg?options=width=1440,1
538,5413,Appartementen (Bouwnr. 811),370000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartementen-bouwnr-811/43040932/,https://cloud.funda.nl/valentina_media/216/205/332.jpg?options=width=1440,1
3197,5964,Orteliusstraat 32-H,735000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-orteliusstraat-32-h/43379392/,https://cloud.funda.nl/valentina_media/225/791/754.jpg?options=width=1440,1
1633,5634,Albert Cuypstraat 276-F,400000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-albert-cuypstraat-276-f/89395947/,https://cloud.funda.nl/valentina_media/210/952/394.jpg?options=width=1440,1
4578,6222,Nassaukade 161-A,980000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-nassaukade-161-a/43373471/,https://cloud.funda.nl/valentina_media/225/911/240.jpg?options=width=1440,1
1269,5561,Keizerrijk 13-A,555000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-keizerrijk-13-a/43265409/,https://cloud.funda.nl/valentina_media/221/369/719.jpg?options=width=1440,1
543,5414,Appartementen (Bouwnr. 814),420000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartementen-bouwnr-814/43040938/,https://cloud.funda.nl/valentina_media/216/205/425.jpg?options=width=1440,1
114,5285,Boniplein 3,495000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-boniplein-3/43330753/,https://cloud.funda.nl/valentina_media/228/168/791.jpg?options=width=1440,1
3057,5936,Jasper Leijnsenstraat 23-3,650000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-jasper-leijnsenstraat-23-3/43362144/,https://cloud.funda.nl/valentina_media/225/518/346.jpg?options=width=1440,1
4572,6221,Turnhoutplantsoen 19,500000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-turnhoutplantsoen-19/43380964/,https://cloud.funda.nl/valentina_media/226/204/598.jpg?options=width=1440,1
3759,6074,Jacob van Lennepstraat 56-2A,325000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-jacob-van-lennepstraat-56-2a/89674884/,https://cloud.funda.nl/valentina_media/223/564/578.jpg?options=width=1440,1
548,5415,Appartementen (Bouwnr. 804),400000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartementen-bouwnr-804/43040935/,https://cloud.funda.nl/valentina_media/216/205/237.jpg?options=width=1440,1
1818,5673,Nassaukade 147-H,425000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-nassaukade-147-h/89758521/,https://cloud.funda.nl/valentina_media/226/745/392.jpg?options=width=1440,1
3372,6000,Willem Augustinstraat 230,800000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-willem-augustinstraat-230/43391628/,https://cloud.funda.nl/valentina_media/226/615/960.jpg?options=width=1440,1
4566,6220,Pond Sterlinglaan 67,575000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-pond-sterlinglaan-67/89745979/,https://cloud.funda.nl/valentina_media/226/260/225.jpg?options=width=1440,1
1274,5562,Ter Boede 1-H,349000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-ter-boede-1-h/89579150/,https://cloud.funda.nl/valentina_media/219/164/500.jpg?options=width=1440,1
553,5416,Appartementen op het groene erf (Bouwnr. 9),790000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartementen-op-het-groene-erf-bouwnr-9/89599793/,https://cloud.funda.nl/valentina_media/220/475/020.jpg?options=width=1440,1
261,5343,De Oosterlingen (bouwnummer 7.61),770000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-de-oosterlingen-bouwnummer-761/42280359/,https://cloud.funda.nl/valentina_media/178/045/621.jpg?options=width=1440,1
3753,6073,Bottelarijstraat 21,1200000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-bottelarijstraat-21/43366232/,https://cloud.funda.nl/valentina_media/225/297/138.jpg?options=width=1440,1
4560,6219,Bickerswerf 30,1125000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-bickerswerf-30/89740651/,https://cloud.funda.nl/valentina_media/226/046/600.jpg?options=width=1440,1
78,5279,Samenwerking 27,549000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-samenwerking-27/89792445/,https://cloud.funda.nl/valentina_media/228/085/714.jpg?options=width=1440,1
558,5417,Appartementen (Bouwnr. 801),370000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartementen-bouwnr-801/43040929/,https://cloud.funda.nl/valentina_media/216/205/138.jpg?options=width=1440,1
4952,6290,Roeselarestraat 27,525000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-roeselarestraat-27/89592634/,https://cloud.funda.nl/valentina_media/220/213/176.jpg?options=width=1440,1
3102,5945,Groenendaalstraat 44-1,525000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-groenendaalstraat-44-1/43368640/,https://cloud.funda.nl/valentina_media/225/350/455.jpg?options=width=1440,1
4554,6218,Amstelkade 119-2,800000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-amstelkade-119-2/43388407/,https://cloud.funda.nl/valentina_media/226/106/253.jpg?options=width=1440,1
1279,5563,Appartement - bouwnummer 188 (Bouwnr. 188),671659.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartement-bouwnummer-188-bouwnr-188/43241039/,https://cloud.funda.nl/valentina_media/224/722/360.jpg?options=width=1440,1
563,5418,Zuideinde 366-7,775000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-zuideinde-366-7/89509715/,https://cloud.funda.nl/valentina_media/220/533/441.jpg?options=width=1440,1
1639,5636,Emmalaan 4-D,6980000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-emmalaan-4-d/43923587/,https://cloud.funda.nl/valentina_media/211/401/274.jpg?options=width=1440,1
3747,6072,Freek Oxstraat 3-1,325000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-freek-oxstraat-3-1/89729179/,https://cloud.funda.nl/valentina_media/225/236/925.jpg?options=width=1440,1
4548,6217,Ravenwerf 40,640000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-ravenwerf-40/43364700/,https://cloud.funda.nl/valentina_media/225/576/556.jpg?options=width=1440,1
3192,5963,Fritz Dietrich Kahlenbergstraat 7-A,900000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-fritz-dietrich-kahlenbergstraat-7-a/43378478/,https://cloud.funda.nl/valentina_media/225/715/204.jpg?options=width=1440,1
568,5419,Zuideinde 366-4,1035000.00,https://www.funda.nl/en/detail/koop/amsterdam/huis-zuideinde-366-4/89509687/,https://cloud.funda.nl/valentina_media/220/532/078.jpg?options=width=1440,1
402,5383,Oranje Zwartstraat 33,400000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-oranje-zwartstraat-33/43992865/,https://cloud.funda.nl/valentina_media/219/918/828.jpg?options=width=1440,1
1284,5564,Appartement - bouwnummer 262 (Bouwnr. 262),648917.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-appartement-bouwnummer-262-bouwnr-262/43242474/,https://cloud.funda.nl/valentina_media/224/733/437.jpg?options=width=1440,1
4542,6216,Churchill-laan 127-2,950000.00,https://www.funda.nl/en/detail/koop/amsterdam/appartement-churchill-laan-127-2/43377550/,https://cloud.funda.nl/valentina_media/225/682/474.jpg?options=width=1440,1
